video_id,comments
ZIelHDxW_Xc,"['Let me know what you thought of the video below gang 🚀And if you want more help with procrastination and to start taking meaningful action on your biggest goals every day, check out LifeOS here: https://go.productivitylab.com/tjoxytocin/yt', 'Marriage or Magic Ali !! 😊 Love is really in the air 😅', 'OMG! Loved the video! it was stuff I already knew but I just love the way you present it, also I am saving to join productivity lab!', '""the sponsor of todays video which is actually me"" imagine that! Your journey is so inspiring Ali!!', 'Most waited video since Ali just got married😂!!!', 'When did he get married huh ?', ""Don't know the exact date but He publicly announced his marriage on August 21. And she is no one but my another favourite youtuber@Dr Izzy Sealey 😮🫠"", 'Yo Yo😂😂😂', '@@kmtzbrainfood4330 check community post', 'Ali giving relationship advice, times have changed, time has definitely changed', 'Just commenting to say I listened to the full interview in this series and it is well worth a listen if you haven’t listened to the full version yet', '1. Acts of Kindness\n2. The Hug Habit\n3. Eyes and Ears\n4. Celebrate the Wins\n5. Thoughts of Gratitude', 'Here comes the Productive Relationship series!', 'Congratulations for getting married !! ❤🎉🎉 Watching you from France ! ❤', 'This backdrop of blue and warmth is super calming!', 'Man, I dream of making & editing videos of this caliber. You really are one of my absolute favorite YouTubers. Praying that one day I can take your course - should I come across the cash, or find a scholarship opportunity. \n\nBless you for your work!', 'Finally Ali can relate to such topics', '14:49 I would actually love to hear more about your morning manifesto journaling system', 'I love your channel, you help me so much to make a real change in my life. Thanks!', 'Awesome! Thanks for this video.', 'There are very few channels which make me whip out pen and paper, i have a feeling this entire playlist is going to do just that. \nThank you so much for this knowledge.', 'Great video on an important topic!\nOne thought: To me, being more grateful always seems a very abstract concept and things don\'t just change by me saying in my head ""I\'m grateful for ..."".\nI rather like to take a look at my feelings while I go through the things that play a role in my life right now. So in a way I\'m just looking for something in my life that makes me feel good.\nI guess you could then say that\'s obviously what I\'m thankful for then, but looking at it from another perspective somehow makes it much easier to find something that I\'m actually thankful for and not just listing things that I SHOULD feel thankful for.\n\nTl;dr: Ask yourself what makes you happy right now rather than what you\'re thankful for.', 'Another fantastic video from you!', 'Thanks for this serie !', 'Thesis of this video: more hugs! 🥰', 'I already watched part 1 as well, looking forward to this one, thanks for the video!', 'A great episode, Ali. It really refreshed my knowledge. But,  😉 As a behavioral expert and nonverbal nerd, I was wondering what you said about eye contact and bonding. We know there is a lot to say about cultural differences where, in some cultures, it can be considered rude to make eye contact the same way Western people do. It also concerns how we think about emotions (Lisa Feldman Barrett: ""How emotions are made"") says that emotions are a social construct.\nOn the other hand, we also have flight, freeze, fight, and affiliate responses, and our amygdala, hippocampus, and hypothalamus create a perception of fear  (defensive distance) (in social interactions). My question would be: what does that mean for all these hormones like oxytocin. We now know, for instance, that smiling also creates oxytocin and that the amygdala is especially sensitive for smiles. So, what would happen with oxytocin in cultures where people don\'t look each other in the eye too much?', 'This blessed me❤', 'Good series Ali. Enjoying it alot!', 'Thank you Ali Abdaal because of your mindset full time contents 🎉🎉🎉🎉,I am doing great on my day today activities, because of this I do more than one year one YouTube consistently my channel is Monetized and also my blog website is also Monetized.\nThank you again my  brother']"
ZJto0cpF3XU,"['00:00 Intro\n01:08 Productivity\n04:11 Body\n05:12 Emotions\n06:32 Stress\n07:59 Friends\n09:34 Personal\n16:27 Being a doctor\n17:15 Money\n19:20 YouTube\n20:21 Brother\n21:09 Relationships\n27:07 Romance', 'Hi man: can you do an update on the magic keyboard for iPad Pro please?\n\nAlso good notes vs notability?', 'Sir Can u plz add subtitles 🙏', '@@BenoniChannel either you’re a scammer or you don’t know how the world works. If you’re not then you don’t need an iPad. No one does. So if you want one, find a job. Work hard. Make income on the side online and then buy one. Like I did. And Ali Abdaal did. I suspect you’re younger than 15 or you wouldn’t ask this.', 'what is your religious beliefs? @Ali Abdaal', '@@ayub9616 he is Muslim. Why doesn’t he talk about it? Because (if you listen to his podcast: Not Overthinking) he doesn’t want the politics that emerge. And he doesn’t want his channel to be about religion.', '""I DON\'T HAVE A SECRET GIRLFRIEND!"" \n\n\nExactly what someone with a secret girlfriend would say!', 'Shhh 😂', 'hahaha 😝', 'We all know that Notion is his girlfriend', 'And Skillshare', '@@Voduke789 skillshare is his sugar daddy', ""Can't blame him. I love Notion aswell."", 'Notion cheating on Thomas Frank?', 'And Roam Research is that one mistress.', 'Ali the kind of guy to schedule his breakup on Notion', 'xd, like your vids btw', 'He butchered your name lol', 'He got in the vid and a liked comment \nLet’s go chat', '😂😂😂😂😂😂', 'Ohh gosh i didnt expect this goshh 🤣🤣🤣🤣', 'No one:\nLiterally no one:\nAli: procrastinates *productively*', 'never knew procrastinate and productive could be in the same sentence ;-;', ""That's an interesting oxymoron"", '@@crystaljc6721 very good example for oxymoron.', '@@smilodon92 sorry your comment was John Cena for me.', 'Ali the type of guy to cry in 3x speed to get it over with', 'I feel bad for laughing at this... 🤣', 'This is one of the funniest comments here.', ""@@krispy777 thanks! I'm inclined to agree...""]"
ZQpSCgTnEeI,"[""You had me smiling when you said that reading books on the Kindle was about reading the content, not the romanticized concept of reading a physical book. That's exactly what I feel about eBooks and why I long for my own Kindle. It's not within my future as of the moment. Thanks for validating my belief about reading!"", 'I love reading on my Kindle Paperwhite, but I admit, I love books and am working to build my physical library.  I wish they would give you the kindle version when you bought a physical copy.', ""they should!! records do that, I collect physical records but they also give you the MP3 code so you can have it any way you want it, just like 4k blu rays give you the standard blu ray version, and the digital download code, no reason books shouldn't be doing the same."", 'This used to be my dream until I moved to a different state and paid for shipping for my books because I just could not fly with them. After that experience, I took my boxes of books and donated them to the library. Only exception is a few books that I just can’t part with at the moment. I plan to donate in the future but not now. Also, travelling with just a small device is so easy. Admittedly, my suitcase magically ends up filled with books when I come back. As a Unfortunately a lot of African authors aren’t readily available. Same with Swahili books.', ""Yeah then there's that whole thing about you not actually owning a book you buy on kindle. Amazon can decide to wipe your library clean if you try to access your ebooks on anything other than kindle. All this even though you PAID for that book."", ""Or even just offering it at a major discount, like $1.99. I can't list all the times I have bought a book, started reading the book and gotten really into it and then been somewhere standing in line or waiting for something and wound up purchasing the kindle version so that I could keep reading it on my phone."", '@@ladynottingham89 Use Calibre to remove the file protection, and back up your kindle books. Another issue is you are at the mercy of what amazon will permit to be sold on their site. Plenty of books get banned because they go against the ""permitted"" narrative.', ""I bought a kindle for the first time and I actually quite like the budget one, I have no issues with it and I'm not gonna spend extra money for something that I can't even notice"", 'same! i have the budget one and its amazing i love mine so much', 'Yeah I just bought the budget one and its fine', 'the thing is with the budget one is you get what you pay for at the end of the day', '@@OneTap330 Wdym???', ""So nice to have a Youtuber that just says it as it is. Not all products need a 10 minute long video if there isn't a whole lot of new features (unless of course the creator is low on money ;) )"", 'I really have to disagree with you here. As a person that\'s owned both I think the basic kindle is better than the paperwhite because it\'s cheaper but is almost exactly the same thing. Same build quality, roughly the same size, both have backlighting, both support audio books. You\'re really paying extra for the water-resistance but that isn\'t really an issue for most book readers (plus I\'ve splashed water on my basic and it was fine). If anything the ones you need to debate on is the Basic versus the Oasis. Then you\'re deciding between price, size, feel, etc.But the Paperwhite and Basic are too similar. Saying the basic making his ""eyes want to bleed"" is a gross exaggeration. Most people aren\'t going to put them side by side like Ali.but even if you did the Basic is very paper-like. You aren\'t going to be disappointed with the Basic. What originally brought the paperwhite into the discussion was it\'s backlight since the original basic lacked a backlight. Now that they\'ve put a backlight in the basic the paperwhite is almost pointless except for a very small niche of the population. If you don\'t have much money get the Basic. If you have cash to burn get the Oasis. If you want a smaller device get the Basic. If you want a larger device get the Oasis. If you want a plastic back get the Basic. If you want a metal back get the Oasis. Etc.', 'i have to agree, i used my kindle 4 for years and his also just a resolution of 800x600. i will now trade it for a new basic kindle, the resolution is absolut ok for reading.', 'Thank you', 'Thank you for your comment', 'But i personally think the battery isnt as good as the paperwhite', 'I found the paperwhite on sale for $89 so I went with the upgrade, but would have went for the regular kindle had it not been on sale', 'Totally do not agree as do many reviewers, I’m a person who came from a kindle paperwhite 2nd gen with a 212 PPI even though this new kindle is lower text still looks quite sharp with great contrast the only thing that may become an issue is if you reading comics or very image heavy novels, things may be a bit more fuzzy. The new 2019 Kindle I feel is the best value with the backflip and similar features to the paperwhite and the design on this new kindle isn’t as bulky and with the screen being non flush like the paperwhite is more easily prevents accidental touches but their are trade offs to both and the storage may be an issue at 4GB for those who use audible heavily. Otherwise get the new kindle especially if it goes on sale and you don’t need waterproofing or extra options.', ""I really want to buy a kindle but I have so many physical books sitting on my shelf that I haven't read yet 😂😅\n\nedit: y'all I love books I just buy them faster than I can read them"", 'I had that same issue, and I bought the Kindle anyway. Reading books is not meant to be a chore. Variety is always welcome.', 'Izzy L The thing is with the kindle is that you can get sample of books! I’ve read samples of books I thought I’d like but I didn’t after reading it, the kindle is soo good x', 'Donate the physical books to your local library.', 'Arty Aoife  thanks for that info - I didn’t know that!', 'Me too but i just did it anyway!!!', 'News: Medical doctor reports 2019 Kindle genuinely makes eyes want to bleed 😅 1:00', '😂 😂 Lol', '01:08 no difference for me, if you read standard book you don’t need a high resolution.', 'THECOD3LOGIC My thoughts exactly']"
ZX9hINdSXes,"['📚 This is an extract from my new book Feel-Good Productivity, check it out at www.feelgoodproductivity.com !', 'Holy shit, the editing on this is insane', '""Do you know what happens after your funeral? In a few short hours, the crying will die down, and your family will be busy making arrangements for food or drink. Some of your friends and relatives will start discussing current affairs over coffee. Others will call your family saying that they couldn\'t make it in person due to an emergency. \n\nYour employer will begin to search for your replacement, and in a few days, your kids will go back to school or work because their bereavement leave has ended. In a month, your spouse will be watching a comedy or TV show laughing as if you were never there. \n\nYou\'ll be forgotten at such an astonishing pace. And if people forget you so easily, then who are you living your life for? You spent your whole life concerned about what other people will think about you. When in reality, nobody even cares. \n\nSo live your life to please your creator because he is the one you\'re going back to.""\n- A wise guy', ""Doesn't this mean living for the opinion of others? Genuine, honest question."", ""Nooooo\nWhat do you remember about Osama bin laden? Okay then \nWhat will you remember about  Ben Carson?\nThey are in different context now and you have a different knowledge and thinking about them because of how they lived their lives or how they are living their lives or the things they did when they were alive or the things they are currently doing. They don't even know you, neither are they living their lives to please you or lived to please you but you can definitely remember something about them. So Ali is telling you to leave a legacy or at least a positive impact instead of a negative one"", ""I don't care about what people think about my life especially if im dead"", 'is Alli a Muslim\nwish he is ❤', 'Can I translate your video in Hindi like Mr beast\nNo your recent video this is very worst 😞 no emotion no engaging I am Indian so I am know how tape joke and emotion etc', 'Yes I am agree 😊', 'Nice idea']"
ZaCNnliEW9A,"['If you enjoyed this video, you might like my weekly newsletter, where I share actionable productivity tips, practical life advice, and high-quality insights from across the web, check it out here: https://go.aliabdaal.com/subscribe-sundaysnippets', 'I believe the retirement crisis will get even worse.  Many struggle to save due to low wages, rising prices, and exorbitant rents. With homeownership becoming unattainable for middle-class Americans, they may not have a home to rely on for retirement.', 'You got it! Buying stocks during a recession when prices are down could be a good move. You might get them at a lower price and sell them later when they go up. Just do your homework and be aware of the risks before diving in!', '@@TerrencesSheldons Inflation is gradually going to become part of us and due to that fact, any money you keep in cash or a low-interest account declines in value each year. Investing is the only way to make your money grow. Unless you have an exceptionally high income, investing is the only way most people will have enough money to retire.', ""@@JacobReynolds-t7v I'm interested in investing through an analyst. It sounds like the most sensible thing to do in the market. Could you please give me a pointer about who you work with?"", '@@FarukStingl MARGARET MOLLI ALVEY is a highly respected figure in her field. I suggest delving deeper into her credentials, as she possesses extensive experience and is a valuable resource for individuals seeking guidance in navigating the financial market.', ""@@JacobReynolds-t7v Thank you so much for your helpful tip! I was able to verify the person. She seems very proficient and I'm grateful for your guidance."", ""I don't want money to retire, I want money to do what I want and work on what makes me happy"", 'that sounds like retirment', '@@DevinSmith1486 lmaoo', 'Read The Millionaire Fastlane. Recommended by Ali and others, guaranteed to kick your butt from that self-entitled seat of yours.', '@@sportshootingfin I really don\'t think that\'s entitled to say, it\'s literally just saying ""I want to be happy in life""', ""Retirement doesn't mean to retire yourself from doing any sort of work, that just can't happen. We're humans, we need to keep doing something. It's just the idea that you don't work for money anymore"", 'I am not even 18 and already watching videos on how to retire early 😭', 'me too xD brother, wish you success', 'Good for you! Some people start to learn about financial stuff when they are 60...', 'we won’t regret it once we retire before 40😤😤😤', ""Which is exactly why you are more likely to. So many people never discover this gold content until it's too late."", ""yes me too! haven't even started working and we already want to retire😭😭😭"", 'On finding work that you enjoy, I would highly recommend Cal Newport’s So good they can’t ignore you. The basic idea is don’t do what you love but instead build rare and valuable skills such that you can gain more freedom and autonomy in your job. I think it would resonate with you and your viewers!', 'I was enjoying his uber-popular Deep Work book; I should check that out! Thanks!', ""These concepts work perfectly with people that have had access to education and don't struggle in every day basis. I did it, my husband did it. But I have friends who haven't reached that point, not for lack of trying but because their environment makes it very very difficult. Keep in mind that if your judging others or yourself."", '❤️', 'Thankyou!', ""Wow, this is so amazing Ali, because I just realized I did this already 15 years ago, Perpetual Retirement that is, because I love what I do so much including the life I have (freelancing - editing, proof reading, transcribing, with family, kids and all the quirkiness of it, challenges, ups, downs, highs and lows) that I'd still do it no matter what the price! Thanks for the content. ;D"", ""From @9:33 to about 10:40 is the golden nugget that everyone in their 20's should hear, implement and sustain. You'll be sorted way before 'retiring age'."", '100% Agreed 👍  Once you change that mindset it all becomes depressingly clear 😅 START NOW!', 'Spot on, those were our takes too.', ""The point you brought up about when the concept of retiring at 65 was manufactured. Its deeply ingrained in the minds of the average person to the point most can't fathom being free from a 9-5 job before then."", 'So true. <3']"
ZazwqwjDY6M,"['If you enjoyed this video, you might like my weekly newsletter, where I share actionable productivity tips, practical life advice, and high-quality insights from across the web, check it out here: https://go.aliabdaal.com/subscribe-sundaysnippets', 'i got enjury sorry i sound rude i  not making effect on cost i need digtail makertng i like post various why head get job daigital  marketing', ""Gosh, every time Ali quite happily says he can't afford something makes me respect him so much more. Sometimes people bs and it makes things uncomfortable for everyone but being honest and open is very liberating for both speaker and listener. Thanks man."", 'MADE $45,OOO FROM   INSTANT PROFIT🌎ORG', 'oh but he can afford it rest assured', ""I remember him making a video of himself making 27,000 dollars a week (108,000 dollars a month) and yet he said he can't afford this apartment. Complete BS"", '@@casieluiry9296 depends on what you mean by afford. If you mean, if he had to or was forced to, of course he could, but him being financially responsible means he can\'t affordability - read ""justify"" - such an unnecessary purchase', ""@@Thee_BreadMan then he should have said he can afford it but won't, saying he cant afford it is therefore BS"", 'You might not have a hundred million dollars to invest, but that doesn’t mean your money can’t share in the same opportunities available to others. You work hard for your money; make sure your money works hard for you.', 'The wealth you pass to the next generation can have a profound impact on your heirs, providing educational opportunities, the capital to start a business, or financial support to your grandchildren.', 'To manage investment risk, consider maintaining a broad diversification of your investments that reflects your personal risk tolerance, time horizon, and the nature of your financial goal. Remember, diversification is an approach to help manage investment risk. It does not eliminate the risk of loss if security prices decline.Because investing can be complicated, consider working with a financial professional to help guide you on your wealth-building journey.', 'can you endorse any ?', 'TERESA JENSEN WHITE does  a perfect job. look her up on the web', 'thanks a lot . Found her website and it really impressive', ""Love that it's not just a tour but also an analysis of its value and whether it was worth it. Super helpful for people like me looking to rent."", ""I just moved to London and housing is ridiculously expensive for what you get. One part he left off was that almost all apartments like this in London are Leaseholds. You don't straight out own it, it's leased to you for a fixed number of years, often something like 130 years. 'When you go to sell it, if there's less than 80 years left on the lease it can start to affect the value and you will have to pay money to extend the lease. The amount in 50% of the total increase in property value. This is a far worse deal than buying property in other countries where you get to take full advantage of the property's appreciation."", 'Damn', 'actually scary to imagine what these places would cost if they were not long term leases, we need way more cities to spread the burden lmao, this shit is getting way out of hand', ""That's not a London thing, almost every flat in the UK is leasehold rather than owning a share of the freehold."", 'This is a new-build in the redeveloped Kings Cross area, the lease will be more like 250 years plus. But for sure those 130yr leases on older flats are a massive scam', 'Thanks, yes 250 yrs is better, but the leasehold concept feels like a scam in general unless ground fees are significantly less (which I don\'t think they are). There\'s no reason for the land owner to steal half of each unit\'s appreciation from the average hard working family when their own land value is already going up and they can do quite well with the ground fees alone. I feel like people don\'t complain because that\'s just the way it works and they will be dead anyway. But if it\'s not you, it will be your kids, grandkids or another hard working family that foots the bill while the rich get richer. It doesn\'t seem fair or right. It looks like the companies try to hide behind it being ""simpler"" for insurance, but that can fixed by updating laws like other countries. If anything, it makes buying/selling property more complicated because you have to consider lease length when trying to value a property.', 'Insane price for such small apartment', 'That’s what I thought, absolutely crazy!', ""That's London for you"", 'I think it’s the location', 'London is expensive af 🥲', 'Perhaps but assuming it’s a desirable area, he can sell it in a few years for profit.', 'Except the $2.4M, this is very realistic 💕\nI love how it feels like a living space not a sample house 🤣', 'Is this really 2.4? I understand its London, but this apartment....for 2.4 million? it seemed beyond average in every way', 'I’m loving the first 6 mins of this video. You expect the flush/fancy tour …. Talking about standard hand wash, cleaning cupboard and having shoes all over the floor. This just makes me so happy that’s it’s so normal!']"
Ze4ifhPPAQ8,"['Would highly recommend checking out Brilliant, go to https://brilliant.org/Ali to get a 30-day free trial + the first 200 people will get 20% off their annual subscription.', 'Only Ali can do 6 step routine for dating. 😂', 'When brand deals calls 😀. Ali will always deliver', '😂😂😂', 'I swear😂', 'Dude is methodical in everything. Not a bad thing. Glad he has found a formula that works 😅', 'I laughed so hard when I read the title of the video', 'This is the post-date 8:\n\n    1. What side of me did they bring out?\n    2. How did my body feel during the date?\n    3. Do I feel more energized or de-energized than before the date?\n    4. Is there something about them I’m curious about?\n    5. Did they make me laugh?\n    6. Did I feel heard?\n    7. Did I feel attractive in their presence?\n    8. Did I feel captivated, bored, or something in between?', 'Sounds like these apply mostly to women. #7 Specifically confuses me as how are you supposed to feel attractive without obvious cues?', ""@@frankkennedy6388 maybe it's more about confidence"", 'আমার কি বের করে আনলো?\nআমার শরিরে কেমন লাগলো?\nএনার্জি পেলাম নাকি বিরক্ত লাগলো?\nকিছু নিয়ে,কথা বা ব্যক্তিত্ব নিয়ে আগ্রহ জম্মালো?\nআমাকে হাসিয়েছিলো?\nআমার কথা কি শুনছিলো?\nআমার নিজেকে কনফিডেন্ট আকর্ষণীয় লাগিয়েছে? \nআমার কি বোরিং বা ক্যাপটিভেট বা এর মাঝে কিছু মনে হয়েছে।', '@@frankkennedy6388I think it means “did they find me attractive”', 'I need to go on at least 1 date first', 'I love the fact that you associate dating with productivity 😂', ""I've been meeting people from the Internet since 2001-- sometimes for dating, other times just to meet up with friends. I've always been open to meeting outside of my geographical area, way way outside of it. I currently live in North Dakota where the dating pool is just a tiny puddle, and it's difficult to make friends here, too. Meeting friends or dating from the Internet has given me opportunities to learn about new cultures, travel hundreds if not thousands of miles away to meet up with friends, show friends around when they have traveled here, and opened up entirely new worlds for me."", 'Me & hubby met online. 10 years later we are happy married with 2 great kids. Good luck for you Ali 😊', 'I’m 17 and friends with many people. Online dating isn’t the greatest method, as if you just so happen to live in different countries, or even regions, then chances are you won’t meet. I haven’t seen a single online relationship - and I’ve seen many - go past a year or end in meeting up. Good for you, however. Hope you’re doing well!', ""*I don't know who needs to hear this, but don't chase comfort at the age of labor, so you won't labor at the age of comfort.*"", 'Always put your finances in good care to ensure that your income rises. Wealthy people achieve there financial goals and acquire riches by seeking help from finance pro(s) but many claim to have achieved success themselves.', ""“The greater the passive income you can build, the FREER you will become.” I feel fortunate to have made productive decisions that have had a lasting impact on my life. Through my finance coach, I've accumulated over a million and recently purchased my first house in January. I've also managed to pay off my mortgage and student loans, and now I'm focused on working towards my retirement by next year."", 'I operate a wide range of investments and have achieved massive growth in my finances with the help of my financial professional, making my financial goal a reality.', 'Sear ch the  names if you care!', '*DONALD NATHAN SCOTT.*', 'The thing about dating is app that they make money based on user retention. The longer single you are the more money they make. There will be matches and dates but it won’t meet the effort you put. I think joining social clubs and activities are much better to have dates.', 'some people don’t have much of those in their area tho or they don’t really have the time to actively participate. tbh dating apps are cashing on people who are busy and don’t have the time to go out, meet and connect with people regularly enough to build a relationship with someone organically. or lonely people who have no friends and don’t get introduced to new faces often. kinda sad but nowadays this is the reality for many of us', 'lol, that transition to the Brilliant sponsorship was so smooth! Nicely done 6:30', 'I’m just happy that Ali is dating someone and is happy in life. I wish you both well.', 'I do not know you but i hope you are (or will) date someone and be happy as well.', '@LaMelo Ball he’s dating his girlfriend', 'good luck to you and everyone who reads this comment!!!!']"
ZhJ6GpkjK4s,"[""Some of this information was taken from this episode of Andrew Huberman's amazing podcast Huberman Lab, highly recommend watching: https://www.youtube.com/watch?v=QmOF0crdyRU"", 'Hi Aliabdaal, could you also post the book name from which you get the points or ideas too.', ""I knew it, he's becoming the celebrity neuroscientist"", 'It also sounds like what is written in Atomic Habits', 'The link is not visitable', '😊の', 'GoT theme music in background boosts my dopamine😂', 'I was literally going to comment on the same thing. I wish I did it 17 hours ago!', 'Same here😅', '@@quincysolano7651 zzzzz', '😂 same', 'Too😅😅', 'This is what i can say yo you if you guys are struggling with your phone addiction just enable the color filter so that you remove all colors in your phone to reduce dopamine release', 'Yh\nI guess that works too huh 😅', 'GoT music has my dopamine 📈', ""i through it's playing on my head 💀"", 'thank you.. i am author.. \ni always belived that - güüd art is what stands the ""test of time""\nwhat makes a something güüd is achieved thru time', ""Dopamine is involved in the body's response to stress. Stressful situations can alter dopamine levels, influencing how individuals cope with challenges."", 'It must be why I enjoy days off so much. My dopamine levels at work are at an all time low and on days off I feel great!', 'This could explain why a lot of people, including myself, have a “fear” of succeeding or achieving a goal. After you achieve the goal, then it’s like, “now what?”. Leaves you feeling empty and needing more.', 'I can relate', 'The music is making me feel like Ali is an RPG NPC and this is crucial to the plot.', 'Learn to enjoy the journey and not fixate on the destination', 'And do things in moderation', '“Night gathers, and now my watch begins. It shall not end until my death. I shall not chase cheap dopamine. I am the sword in the darkness. I am the fire that burns against the cold, the light that brings the dawn, the horn that wakes the sleepers, the shield that guards the realms of men. I pledge my life and honor to the Night’s Watch, for this night and all the nights to come.”', 'Great', 'Great explanation Ali Abdaal.  This is at the heart of addiction.  This is why pleasure has an increasingly short half life.', ""That dip in dopamine actually explains why I feel unexpectedly worse after coming home from school knowing there's two weeks of holiday ahead \n\nIts like i fulfilled my desire that i had in the morning to come back from school but achieving it doesn't feel as satisfying as i wanted it to be"", ""Your body probably crashes too, because it's finally safe to."", 'Your shorts are so visually satisfying  😍 great skills 👏']"
Zi5gD9Mh29A,"['I am an Artificial intelligence engineer and am coming to London next month for my masters in A.I. From Queen Mary. I was studying responsible A.I. For a little amount of time,now after watching your video, I am gonna make this topic one of the major areas of research and work. Thanks for directing me towards a much better approach of safeguarding future. I wish to meet you Ali in London.', 'The amount of effort that goes into Ali’s book reviews are unmatched!', 'Honestly all his videos are incredible', 'True', 'Cringe', 'I disagree but he still puts insane effort in his videos', '◾◾ᴛʜᴀɴᴋ ғᴏʀ ᴄᴏᴍᴍᴇɴᴛɪɴɢ, ᴘʟᴇᴀsᴇ ᴅᴏ ᴡᴇʟʟ ᴛᴏ ʀᴇᴀᴄʜ ᴏᴜᴛ, ʀᴇɢᴀʀᴅɪɴɢ ɪɴᴠᴇsᴛᴍᴇɴᴛ ɪᴅᴇᴀs............', 'I love how Ali always finds the right books and creates these wonderful video to share them with insights. Thank you Ali!', '◾◾ᴛʜᴀɴᴋ ғᴏʀ ᴄᴏᴍᴍᴇɴᴛɪɴɢ, ᴘʟᴇᴀsᴇ ᴅᴏ ᴡᴇʟʟ ᴛᴏ ʀᴇᴀᴄʜ ᴏᴜᴛ, ʀᴇɢᴀʀᴅɪɴɢ ɪɴᴠᴇsᴛᴍᴇɴᴛ ɪᴅᴇᴀs............', ""Don't reply to TextMe. This guy is a scammer pretending to be Ali. Please don't contact this guy."", '3:00 „It’s a matter of common sense: The mere fact that someone will exist at a later date in time does not change their moral status. They have just the same status of moral worth.“\n\nThat has some pretty large implications for The topic of abortions you know.', 'Facts', 'You are literally my most trusted person in terms of book recommendations. Great video as always, Ali!', '◾ᴛʜᴀɴᴋ ғᴏʀ ᴄᴏᴍᴍᴇɴᴛɪɴɢ, ᴘʟᴇᴀsᴇ ᴅᴏ ᴡᴇʟʟ ᴛᴏ ʀᴇᴀᴄʜ ᴏᴜᴛ, ʀᴇɢᴀʀᴅɪɴɢ ɪɴᴠᴇsᴛᴍᴇɴᴛ ɪᴅᴇᴀs............◾', ""Don't reply to TextMe. This guy is a scammer pretending to be Ali. Please don't contact this guy."", ""Check out John Fish too if you're into books. I've gotten some incredibly unique and fascinating book recommendations from him."", 'I always owe some respect to you...People like you give this world better understanding about everything.. Thanks ALI!', 'Ali I want to tell you that I started reading books because of you and I have read like many books and reading a book currently it has changed the way I think about stuff I feel changed I feel more informed and I love reading books love u keep it up', 'Just ordered 2 books on Amazon and I might need to add this!! love how each book we decide to pick up and read .. can ultimately help navigate the current journey we are on. On so many levels! Just super cool! Aloha 🤙🏽 from Hawai’i 🧘🏽\u200d♀️🪄', 'When you’ve outgrown modern humans and become the productivity expert for future generations, great book review!', 'oh I love that productivity expert for future generations. Cheers!', 'I started reading book because of you. I started having productivity system because of you. I started using notion and created a second brain because of you. Your contents are amazing. Keep it up, bro!!!', ""Don't reply to TextMe. This guy is a scammer pretending to be Ali. Please don't contact this guy."", 'You’ve given me so many incredible books over the years (Can’t hurt Me and atomic habits are STAPLES in my book collection) so I already know I have to pick this one up 🙏🏽', '🧐', 'I was also able to read that because of Ali!', 'i see you everywhere omg', 'Ali—-would you do a video on HOW TO FIND YOUR AUDIENCE? SmallTubers would love that ❤️', 'That’s me! 🙌🏻💛 My career and PhD research is centered around AI and human behavior to investigate how we can reap the benefits of AI without letting it undermine human skills, jobs, etc. Thanks for this book review, can’t wait to read it too!', 'I\'ve only just discovered you after watching your Desktop Equipment vid, I then clicked on you and saw your enormous library of content and saw your ""How to play ...."" video. Instantly convinced me to watch more, subscribe and ring the bell. I\'m English but live in Germany, and although I speak relatively fluent German, I still tend to watch English content. Looking forward to watching you do your stuff Doc 👍']"
ZijqVV1NqYQ,"['If you enjoyed this video, you might like my weekly newsletter, where I share actionable productivity tips, practical life advice, and high-quality insights from across the web, check it out here: https://go.aliabdaal.com/subscribe-sundaysnippets', 'You made the same exact video 2 years ago', ""Ali's now making passive income from talking about how he is making passive income. Tim Ferriss would be proud."", ""That's funny )"", 'This made my brain hurt 😂', ""That's so Meta"", 'Omg this comment made my night. gg deserves more likes 😂', 'G0thman that’s Tank meta. In gaming terms. 😂', 'the fact that doctors get paid less than youtubers blows my mind', 'Only because he is an intern and not quite a doctor yet', 'agreed with @Hot Dog', 'Brandon Knapp tf r u saying lol. Only Cardiologists or Neusurgeons wud get around that', '@Daffy This is the correct answer.', ""@@willleahy8306 no this isn't true. As soon as you finish med school here in the UK you are a qualified doctor, he is a fully qualified doctor. Like he said in his video the wages for a doctor here is a lot lower than that of a doctor in the US. In the UK the top basic salary for the highest level doctor is around $126k with median of all doctors being around $90k for doctors, compared to a median of $300-400K in the US."", ""I understand why people don't share their income but it is really helpful when we find out so thanks Ali"", ""How does knowing someone's income help you. I don't get it."", '@@Das644 exactly', '@@Das644 because if someone wants to get into a similar industry it helps to know what they are making', '@@Das644 it does help you understanding how much company willing to pay you just for advertising, also help you understand why many country prohibit doctor from advertising drug, healthcare item.', ""@@Das644 Also my father used to be bank officer, and he working very late and the income he got didn't really compensate for that. Income is important when choosing career, you just cant follow your heart only. you follow both heart and brain."", ""He's actually making money just by telling people how much  he earns in a week .😂😂 this is the level where I want to reach."", 'Same', 'Stonks', 'This is very cash money for him', '🤣🤣😂🤣', 'Hahahhaha 🤣😂😂😂', ""This guy is making over a  a grand on Saturday while we're sleeping doing nothing. Props to you man"", '$5,000 a week\n$20,000 a month\n$240,000 a year\nMaking a lot of money to live comfortably!', ""Is that how much he's making"", 'Yes']"
